driver,fastest lap,,,,
Lewis Hamilton,01:30.5,,,,
Carlos Sainz,01:30.8,,,,
Sergio Perez,01:30.9,,,,
Charles Leclerc,01:31.3,,,,
Fernando Alonso,01:31.6,,,,
Lando Norris,01:31.6,,,,
Mick Schumacher,01:32.1,,,,
Max Verstappen,01:32.4,,,,
Lance Stroll,01:32.4,,,,
Sebastian Vettel,01:32.5,,,,
Daniel Ricciardo,01:32.6,,,,
Kevin Magnussen,01:32.7,,,,
Nicholas Latifi,01:33.3,,,,
Esteban Ocon,01:33.5,,,,
Yuki Tsunoda,01:33.8,,,,
Pierre Gasly,01:34.6,,,,
Valtteri Bottas,01:35.1,,,,
,,,,,
,,,,,
,,,,,
